id,title,douban_link,rating,year,image,video_url,summary,country,language,episode_duration,episode_count,director,scriptwriter,cast,official_website,also_known_as,genre
100,蓝眼武士 第一季 Blue Eye Samurai Season 1,https://movie.douban.com/subject/35524249/,8.7,2023,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2899489314.jpg,['https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fep115520%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video'],1633年，德川幕府颁布锁国令。在此之后，拥有外国血统的孩子都无一例外受到本土民众的歧视。拥有蓝色双眸的阿水是一名混血儿，母亲为了保护她让她从小隐藏性别，躲在屋中，避免伤害。谁知，阿水的母亲依然没有逃脱戕害的命运。成为孤儿的阿水饱受村里人欺侮，直到某天一枚陨石改变了他（ 她）的命运。阿水帮助锻刀的盲眼老人将陨石运回了家，从此便在老人的家中住下，并且学会了锻刀以及剑法。此去经年，弱不经风的少年成长为翩翩剑客，他辞别老人，带着陨铁打造的武士刀，踏上了向抛弃母亲和自己的男人复仇的道路。大雪纷飞，许多人的命运将因此改变……,美国 / 法国 / 加拿大,英语,50分钟,8.0,"['厄尔·A·希伯特', '简·吴', '瑞安·奥洛林', '迈克尔·格林', '孙诺', '阿兰·泰勒', '艾伦·万']","['迈克尔·格林', '安珀·野泉', '亚娜·比勒']","['玛雅·厄斯金', '田川洋行', '丘增', '达伦·巴内特', '武井乔治', '布兰达·宋', '兰道尔·朴', '肯尼思·布拉纳', '许玮伦', '温明娜', '岑勇康', '马克·达卡斯考斯', '葛晓洁', '阿兰·乌伊', '布赖恩·高桥']",,碧眼武士,"['剧情', '动作', '动画', '冒险']"
101,利兹与青鸟 リズと青い鳥,https://movie.douban.com/subject/27062637/,8.9,2018,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2515806508.jpg,['https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fep115520%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video'],故事发生在北宇治高中的管乐团中。铠塚霙（种崎敦美 配音）和伞木希美（东山奈央 配音）分别负责双簧管和长笛的演奏。铠塚霙从小就性格内向胆小害羞，在国中时一直过着非常孤独的生活，希美的出现和靠近让铠塚霙第一次感受到了友情带来的温暖，因此将希美视为自己最珍贵的宝物，没想到眷恋和依赖带来的却是患得患失的不安全感。在高中最后一次音乐比赛中，铠塚霙和希美决定选择《莉兹与青鸟》为参赛曲目。这首出自悲伤童话的歌让铠塚霙不可避免的将自己和希美之间的关系带入其中。随着比赛日期的日渐接近，铠塚霙和希美之间的间隙却越来越大。,日本,日语,,,['山田尚子'],"['吉田玲子', '武田绫乃']","['种崎敦美', '东山奈央', '本田望结', '藤村鼓乃美', '山冈百合', '杉浦栞', '黑泽朋世', '朝井彩加', '丰田萌绘', '安济知佳', '桑岛法子', '中村悠一', '樱井孝宏']",,莉兹与青鸟 / 吹响悠风号全新剧场版1 / 吹响吧！上低音号剧场版完全新作霙与希美的故事 / 劇場版  響け！ユーフォニアム 完全新作 みぞれと希美の物語 / Liz and the Blue Bird / Liz und ein Blauer Vogel,"['剧情', '动画', '音乐']"
102,风语咒,https://movie.douban.com/subject/30146756/,6.8,2018,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2530872223.jpg,"['https://www.douban.com/link2/?url=https%3A%2F%2Fv.qq.com%2Fx%2Fcover%2F0w0zgqo2jmpenhf.html%3Fptag%3Dnewdouban.movie&amp;subtype=1&amp;type=online-video', 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.mgtv.com%2Fb%2F323718%2F4573839.html%3Fcxid%3Dvb4rv4jhk&amp;subtype=7&amp;type=online-video', 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.youku.com%2Fv_show%2Fid_XNTE5OTM1NDkyMA%3D%3D.html%3Ftpa%3DdW5pb25faWQ9MzAwMDA4XzEwMDAwMl8wMl8wMQ%26refer%3Desfhz_operation.xuka.xj_00003036_000000_FNZfau_19010900&amp;subtype=3&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.tv.sohu.com%2Fa%2Fa9490721.shtml%3Fchanneled%3D200101&amp;subtype=2&amp;type=online-video']",生活在孝阳岗的少年郎明怀揣侠岚梦想，但双眼失明的他却只能靠招摇撞骗混于市井之中。直到有一天，罗刹袭击孝阳岗，与他相依为命的母亲突然失踪，郎明迫不得已踏上了找寻真相之路。一波未平一波又起，上古神兽饕餮现世让人间危在旦夕，传说中的侠岚们也出现在眼前，郎明也踏上了改变一生的冒险之旅……,中国大陆,汉语普通话,,,['刘阔'],"['于奥', '周铁男', '舒奕橙']","['路知行', '阎萌萌', '褚珺', '边江', '山新', '郭政建', '张震', '苗壮', '王冠南', '张博恒', '惠龙', '王凯', '苏俣', '白雪岑', '赵述仁', '刘梓乾', '王思琦', '刘美奂']",,画江湖之风语咒 / The Wind Guardians,"['动画', '奇幻']"
103,败犬女主太多了！ 負けヒロインが多すぎる！,https://movie.douban.com/subject/36638192/,8.7,2024,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2909208908.jpg,"['https://www.douban.com/link2/?url=https%3A%2F%2Fv.qq.com%2Fx%2Fcover%2F0w0zgqo2jmpenhf.html%3Fptag%3Dnewdouban.movie&amp;subtype=1&amp;type=online-video', 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.mgtv.com%2Fb%2F323718%2F4573839.html%3Fcxid%3Dvb4rv4jhk&amp;subtype=7&amp;type=online-video', 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.youku.com%2Fv_show%2Fid_XNTE5OTM1NDkyMA%3D%3D.html%3Ftpa%3DdW5pb25faWQ9MzAwMDA4XzEwMDAwMl8wMl8wMQ%26refer%3Desfhz_operation.xuka.xj_00003036_000000_FNZfau_19010900&amp;subtype=3&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.tv.sohu.com%2Fa%2Fa9490721.shtml%3Fchanneled%3D200101&amp;subtype=2&amp;type=online-video']",平常担任班上背景人物的我──温水和彦，偶然目击人气女同学八奈见杏菜被男生甩掉的失恋现场。「他明明说过要娶我当新娘，这不过分吗？」「那是多久前的事了？」「大概四、五岁吧。」那不算数吧？以此为契机，田径队的烧盐柠檬、文艺社的小鞠知花等洋溢着败北感的女生接连登场──？「温水，女生可以分成两大类。如果不是青梅竹马，就是狐狸精。」「原来如此，真豪爽的分类法。」……但愿这些因为败北而闪耀的少女们都能幸福。被败北女角──败女所环绕的谜样青春，在此揭幕！,日本,日语,24分钟,12.0,['北村翔太郎'],['横谷昌宏'],"['梅田修一朗', '远野光', '若山诗音', '寺泽百花', '田中美海', '种崎敦美', '小林裕介', '小林千晃', '上田丽奈', '逢坂良太', '和气杏未', '上坂堇', '斋藤千和', '安济知佳', '诸星堇', '七海弘希']",,败北女角太多了！ / Makeine: Too Many Losing Heroines!,"['喜剧', '爱情', '动画']"
104,烟花 打ち上げ花火、下から見るか？横から見るか？,https://movie.douban.com/subject/26930504/,5.5,2017,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504455660.jpg,"['https://www.douban.com/link2/?url=https%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fv8uhui73u8iwtlf.html%3Fptag%3Dnewdouban.movie&amp;subtype=1&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.tv.sohu.com%2Fa%2Fa9419204.shtml%3Fchanneled%3D200101&amp;subtype=2&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fss32394%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video', 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.mgtv.com%2Fb%2F319462%2F4375303.html%3Fcxid%3Dvb4rv4jhk&amp;subtype=7&amp;type=online-video']",炎炎夏日，茂下町的烟花大会即将举行。就读于当地高中的及川奈砂（广濑铃 配音）并未沉浸在愉快祥和的气氛之中，她即将随母亲（松隆子 配音）搬家到另一个城市，心中满是失落。在某次即兴的游泳比赛时，奈砂击败同班同学岛田典道（菅田将晖 配音）和安昙祐介（宫野真守 配音）。随后她坦白喜欢祐介，希望烟花大会时能与对方一同游玩。可是祐介、典道随后卷入和朋友们关于“烟花到底是圆是扁”的争论中，大家约好当晚一起去某地见证。祐介因此爽约，而同样偷偷喜欢着奈砂的典道因此发觉了女孩的秘密和心思。他为此责怪好友，也渴望时光重来，迎得当初那场比赛……本片根据岩井俊二的同名电视剧改编。,日本,日语,,,"['新房昭之', '武内宣之']","['大根仁', '岩井俊二']","['广濑铃', '菅田将晖', '宫野真守', '松隆子', '花泽香菜', '浅沼晋太郎', '丰永利行', '梶裕贵', '三木真一郎', '樱井孝宏', '根谷美智子', '飞田展男', '宫本充', '立木文彦', '斋藤千和', '岛村侑', '新垣樽助', '种崎敦美', '井之上润', '小原好美', '广田悠美', '内田修一']",,"烟花动画版 / 烟花，应该和谁看(港) / 升空的焰火，从下面看？还是从侧面看？ / Fireworks, Should We See It from the Side or the Bottom? / Uchiage hanabi, shita kara miruka? Yoko kara miruka?","['剧情', '动画']"
105,排球少年 ハイキュー!!,https://movie.douban.com/subject/25732103/,9.6,2014,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2178189911.jpg,"['https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fep279741%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video', 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.youku.com%2Fv_show%2Fid_XNjk1MjE4MDI4.html%3Ftpa%3DdW5pb25faWQ9MzAwMDA4XzEwMDAwMl8wMl8wMQ%26refer%3Desfhz_operation.xuka.xj_00003036_000000_FNZfau_19010900&amp;subtype=3&amp;type=online-video']",童年时一次看电视转播的经历，在少年日向翔阳（村濑步 配音）的心中种下了排球的种子。他在初中时代是排球部的主将，可是人丁寥落的排球部始终没有起色，唯一一场比赛也以惨败告终。在此之后，他终于如愿考入梦寐以求的学府乌野高中，并加入了该校的排球部。当年翔阳在电视上看到的正是乌野 高中的比赛，如今这个学校的排球却正面临着衰败的命运。与宿命的对手和好友影山飞雄（石川界人 配音）聚首于此，心怀排球梦想的少年们将团结一心，带领着乌野这名王者再度振翅高飞……本片根据古馆春一的漫画原作改编。,日本,日语,24分钟,25.0,"['满仲劝', '大塚隆史', '平田智浩', '远藤广隆', '平向智子', '镰仓由实', '石川真理子', '井端义秀', '江岛泰男', '古田丈司', '铃木孝聪', '荻原露光', '菊田幸一', '神原敏昭', '丝贺慎太郎', '村山靖']","['岸本卓', '佐藤卓哉', '古馆春一']","['村濑步', '石川界人', '日野聪', '入野自由', '林勇', '细谷佳正', '冈本信彦', '内山昂辉', '齐藤壮马', '名冢佳织', '神谷浩史', '田中一成', '浪川大辅', '吉野裕行', '中村悠一', '梶裕贵', '立花慎之介', '松川央树', '中泽匡智', '石井马克']",,排球！！ / Haikyuu！ / 排球少年！！,"['剧情', '动画', '运动']"
106,眷思量 第一季,https://movie.douban.com/subject/33717831/,8.0,2021,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2651514826.jpg,['https://www.douban.com/link2/?url=https%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fgehpfier9upkqz5%2Fi0038won4fq.html%3Fptag%3Dnewdouban.cartoon&amp;subtype=1&amp;type=online-video'],这是一场在瑰丽奇幻的思量岛上发生的关于阴谋与救赎的故事。从主角镜玄探寻父母逝世真相的事件切入，一步步揭开思量岛上的秘密往事，同时展现了一群年轻人为了各自的人生目标努力蜕变成长、挣脱枷锁的故事。,中国大陆,汉语普通话,20分钟,15.0,['赵禹晴'],"['赵禹晴', '李子峘', '卢青雨']","['凃雄飞', '段艺璇', '姜广涛', '赵岭', '王潇倩', '何冠男', '周侗', '胡正健', '刘晓倩', '张欣']",,眷思量之烟霞海客 / The Island of Siliang,"['动画', '奇幻', '冒险']"
107,长生界,https://movie.douban.com/subject/36516607/,0.0,2024,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2911620456.jpg,['https://www.douban.com/link2/?url=https%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fmzc00200kqa0dbi%2Fr4100go6iiu.html%3Fptag%3Dnewdouban.cartoon&amp;subtype=1&amp;type=online-video'],世上谁人能不死？任你风华绝代，艳冠天下，到头来也是红粉骷髅；任你一代天骄，坐拥万里江山，到头来也终将化成一抔黄土。故事主要讲述萧晨被皇家天女赵琳儿追杀，意外误入长生界蛮荒龙岛中，这是一条回不了家的穷途，陌路之上困兽和仇人，铺天盖地而来。举目皆敌。对亲友和故乡的眷恋一直支撑他在这异界他乡拼杀闯荡，战异兽，斩仇敌。热血澎湃的战斗，激情与欲望的诱惑，萧晨追寻着长生不死者的足迹，慢慢揭开一个被尘封了无尽岁月的上古神话世界的面纱……,中国大陆,汉语普通话,20分钟,26.0,"['郑佳', '丁玮', '张兆震', '杜丹']","['袁洁', '李佳炫', '徐海啸']","['梁达伟', '唐雅菁', '黄莺', '孙恺寅', '潘丹妮', '李卓霆', '苏翼', '李程远', '李洋', '林子渝', '杨博宇', '苗子', '陈玺月']",,长生界 龙岛篇 / The Eternal Realm,"['动作', '动画', '奇幻']"
108,双斩少女 キルラキル,https://movie.douban.com/subject/24532162/,9.1,2013,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2152615903.jpg,"['https://www.douban.com/link2/?url=https%3A%2F%2Fv.qq.com%2Fx%2Fcover%2F28h47mhmfl89vm2%2Fi0034bprptd.html%3Fptag%3Dnewdouban.cartoon&amp;subtype=1&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fep7911%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video']",阴云密布的本能町，在神秘恐怖的本能字学园，高高在上的学生会长鬼龙院皋月（柚木凉香 配音）只手遮天，她通过“极制服”统领校内的学生，极制服由所佩戴的星星数量分级，级别越高拥有的战斗力就越强。这一天，一个背着单片太刀剪的女孩出现在本能字学园门口。她叫缠流子（小清水亚美 配音 ），为了调查杀害父亲的真正凶手而来到这个凶险的所在。谁知她刚刚到来不久，便遭到蟇郡苛（稻田彻 配音）、猿投山渦（桧山修之 配音）等学生会四天王的阻击。关键时刻，缠流子意外得到父亲制作的黑色神衣，由此战斗力大增。连番激烈的战斗在本能字学园展开……,日本,日语,24分钟,24.0,"['今石洋之', '大冢雅彦', '雨宫哲', '博史池畠', '小林宽', '井端义秀', '高桥知也', '清水久敏', '大野和寿', '大关雅幸', '大岛博之', '有富兴二', '小松田大全', '三上喜子', '大西景介', '江岛泰男', '中村章子', '立川让']","['中岛一基', '若林广海', '濑古浩司']","['小清水亚美', '柚木凉香', '洲崎绫', '三木真一郎', '桧山修之', '吉野裕行', '稻田彻', '新谷真弓', '关俊彦', '朴璐美']",,斩服少女 / Kill La Kill,"['剧情', '动画']"
109,怪化猫 モノノ怪,https://movie.douban.com/subject/2340927/,9.4,2007,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1995752943.jpg,"['https://www.douban.com/link2/?url=https%3A%2F%2Fv.qq.com%2Fx%2Fcover%2F28h47mhmfl89vm2%2Fi0034bprptd.html%3Fptag%3Dnewdouban.cartoon&amp;subtype=1&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fep7911%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video']",本动画由《座敷童子》《海坊主》《无脸怪》《鵺》《化猫》五个故事组成，背着一个大药箱、持着一把退魔之剑的卖药郎（樱井孝宏 配音）是每一个故事的联结者。妖怪的形成，是由人类的种种因缘引起的；要想拔出退魔之剑，就必须要凑齐“形、真、理”。“形”即由人的因缘所引起的妖怪的形态；“真”即事件的真相；“理”即当事人心里真实的想法。雨夜里，一名怀孕女子来到旅馆投宿，老板娘将她安排到一个从不住人的房间里。同时，有个追杀此名女子的男人也来到旅馆。不久后，奇怪的事情发生了。卖药郎得知妖怪的“形”乃怨灵“座敷童子”，而“真”和“理”究竟是……在卖药郎的询问下，老板娘说出了多年的真相，原来这家旅馆的前身是青楼，而这个房间，竟然是……,日本,日语,25分钟,12.0,"['中村健治', '植田秀仁', '羽多野浩平', '渡边纯央', '松本佳久']","['横手美智子', '小中千昭', '高桥郁子', '石川学']","['樱井孝宏', '田中理惠', '关智一', '浪川大辅', '阪口大助', '高户靖广', '桑岛法子', '绿川光', '广濑正志', '山崎和佳奈', '青野武', '竹本英史', '内田直哉', '藤田淑子', '野上尤加奈', '中尾隆圣']",,物怪 / Mononoke,"['动画', '悬疑', '恐怖', '奇幻']"
