id,title,douban_link,rating,year,image,video_url,summary,country,language,episode_duration,episode_count,director,scriptwriter,cast,official_website,also_known_as,genre
325,伍六七之玄武国篇,https://movie.douban.com/subject/35161255/,9.0,2021,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2631154727.jpg,"['https://www.douban.com/link2/?url=https%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fmzc00200y9i58mv%2Fi0035lkvnpa.html%3Fptag%3Dnewdouban.cartoon&amp;subtype=1&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fep374151%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video']",为了保护小鸡岛居民和这里平静的生活，伍六七和他的伙伴大保和小飞开启了去往玄武国的冒险旅程，去寻找身世的真相和解救小岛的办法，等待他们的又将是更多的未知与奇遇。,中国大陆,汉语普通话,15分钟,10.0,['何小疯'],['何小疯'],"['何小疯', '姜广涛', '段艺璇', '宝木中阳', '马正阳', '胡良伟', '马斑马']",,刺客伍六七 第三季 / 刺客伍六七 第3季 / 伍六七 第三季 / Scissor Seven 3,"['剧情', '喜剧', '动作', '动画']"
326,追逐繁星的孩子 星を追う子ども,https://movie.douban.com/subject/4246125/,7.4,2011,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1957577564.jpg,"['https://www.douban.com/link2/?url=https%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fmzc00200y9i58mv%2Fi0035lkvnpa.html%3Fptag%3Dnewdouban.cartoon&amp;subtype=1&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fep374151%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video']",在一片宁静的小山村，少女渡濑明日菜（金元寿子 配音）时常站在山顶，用父亲留给她的神秘矿石作二极管，收听着来自外面世界的美妙音乐。在一次放学途中，明日菜遭到一头怪兽的袭击，关键时刻她被俊美少年瞬（入野自由 配音）救下，纯洁的友谊在少男少女之间开始萌芽。明日菜体味着友谊的甜蜜，却不知瞬在某天悄然离开人世。新来的男老师森崎龙司（井上和彦 配音）为孩子们讲述了死国的传说，明日菜这才意识到瞬正是来自另一个世界雅戈泰的人。森崎真实身份隶属某个神秘组织，他和明日菜的心中都有想要复活的人，于是经过一波三折，他们随着瞬的弟弟心一同来到了传说中的雅戈泰。在这个绝美而凄惶的国度，他们展开了似乎永无止境的旅程……,日本,日语,,,['新海诚'],['新海诚'],"['金元寿子', '入野自由', '井上和彦', '岛本须美', '竹内顺子', '折笠富美子', '大木民夫', '金田晶', '洞内爱', '堀龙沙耶', '土屋真由美', '斋藤智美', '又村奈绪美', '长滨满里子', '石桥美佳', '绿川博子', '本城雄太郎', '下崎纮史', '增田俊树', '大薮重树', '本道崇', '藤原和博', '日高里菜', '伊藤加奈惠', '滨田贤二', '胜仓经子', '寺崎裕香', '水野理纱', '稻村优奈', '前田刚']",,Children who Chase Lost Voices from Deep Below,"['动画', '奇幻', '冒险']"
327,蓝色监狱 ブルーロック,https://movie.douban.com/subject/35524352/,8.1,2022,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2877757365.jpg,"['https://www.douban.com/link2/?url=http%3A%2F%2Fwww.mgtv.com%2Fb%2F661348%2F21286446.html%3Fcxid%3Dvb4rv4jhk&amp;subtype=7&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fep683730%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video', 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.youku.com%2Fv_show%2Fid_XNjAwNjU1MDY4MA%3D%3D.html%3Ftpa%3DdW5pb25faWQ9MzAwMDA4XzEwMDAwMl8wMl8wMQ%26refer%3Desfhz_operation.xuka.xj_00003036_000000_FNZfau_19010900&amp;subtype=3&amp;type=online-video']",2018年日本在世界杯又败在16强赛，为了培养出能打破这个僵局的「攻击手」，日本足球联盟决定采用一个大胆的计画：召集300名高中生FW（前锋），放在名叫「蓝色监狱（BLUE LOCK）」的宿舍内练蛊！即使会因此牺牲掉299个人的前途，也要让独一无二的世界级前锋诞生！无名的高中生前锋‧洁世一，也毅然决定参加这场挤掉所有竞争对手的生存战！,日本,日语,25分钟,24.0,"['渡边彻明', '石川俊介', '横山和基', '仓富康平', '山崎隆', '室谷靖', '鸟羽聪', '木村宽', '美甘义人', '川濑正雄', '石黑达也', '榎田敬宏', '小野田雄亮', '井之川慎太郎']","['岸本卓', '金城宗幸', '野村优介']","['浦和希', '海渡翼', '小野友树', '齐藤壮马', '中泽匡智', '松冈祯丞', '千叶翔也', '仲村宗悟', '梶田大嗣', '绵贯龙之介', '市川苍', '铃村健一', '神谷浩史', '幸村惠理', '诹访部顺一', '花江夏树', '铃木崚汰', '岛崎信长', '内田雄马', '兴津和幸', '内山昂辉', '小西克幸', '立花慎之介', '樱井孝宏', '下野纮', '神尾晋一郎', '驹田航', '高桥大辅', '中村悠一', '古川慎', '河西健吾', '江口拓也', '新祐树', '岛田敏', '佐佐木义人', '相马康一', '中原麻衣', '东地宏树', '早见沙织', '堀江由衣', '铃代纱弓', '弘松芹香', '石井未纱', '和多田美咲', '甲斐田裕子', '冈咲美保', '石上静香', '稗田宁宁', '藤泽奖', '小山力也']",,青监狱 / 蓝色禁区 / Blue Lock,"['动画', '运动']"
328,熊出没·重返地球,https://movie.douban.com/subject/35377026/,6.5,2022,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2856825681.jpg,['https://www.douban.com/link2/?url=http%3A%2F%2Fwww.mgtv.com%2Fb%2F423256%2F15818949.html%3Fcxid%3Dvb4rv4jhk&amp;subtype=7&amp;type=online-video'],有点懒又有点馋的熊二虽然总是各种失误犯错，内心却一直梦想成为一位英雄，以此获得大家特别是哥哥熊大的认可。一块外星原核的坠落打破了狗熊岭的平静，熊二意外的与外星原核合体，成为了拥有外星智慧能量的熊！随之而来的是“外星人”阿布的抢夺。阿布为了夺回原核，故意制造事端，让熊二众叛亲离。就在阿布将要成功的时候，一支神秘高科技军团的攻击彻底打乱了计划，导致熊强组合甚至整个地球于巨大的危难之中。阿布隐藏的身份以及来到地球的真正目的到底是什么？神秘的高科技军团背后有何故事？自暴自弃的熊二能否振作起来实现他的英雄梦？他们能否挽救地球的危机？,中国大陆,汉语普通话,,,['林汇达'],"['万秦', '徐芸', '蒋琳']","['张秉君', '张伟', '谭笑', '李婉瑶', '程子洋', '刘思奇']",,熊出没大电影8 / Boonie Bears：Back to Earth,"['喜剧', '动画', '儿童']"
329,名侦探柯南：远海的侦探 名探偵コナン 絶海の探偵,https://movie.douban.com/subject/20274039/,6.5,2013,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1919878062.jpg,"['https://www.douban.com/link2/?url=https%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fmzc002008q2om78%2Fr00246z5j6n.html%3Fptag%3Dnewdouban.cartoon&amp;subtype=1&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fep325910%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video']",晴朗时节，江户川柯南（高山南 配音）和毛利小五郎（小山力也 配音）、小兰（山崎和佳奈 配音）以及少年侦探团的伙伴们一同来到京都，他们即将登上自卫队的宙斯盾战舰，体验一把出海作战的感觉，期间还结识了美丽又有着几分神秘的女自卫队员藤井七海（柴咲幸 配音）。谁知快乐的氛围很快被恐慌所替代，战舰上突然发现一条断掉的手臂，消失的自卫队员又引起军方的恐慌与猜测。原来某国神秘间谍X已悄悄登上宙斯盾，伺机盗取战舰上的绝密情报。为了找出隐藏的对手，柯南和灰原哀（林原惠美 配音）、阿笠博士（绪方贤一 配音）、服部平次（堀川亮 配音）以及远山和叶（宫村优子 配音）通力合作，与间谍展开连番斗智斗勇的较量……,日本,日语,,,['静野孔文'],"['青山刚昌', '樱井武晴']","['高山南', '山崎和佳奈', '小山力也', '山口胜平', '岩居由希子', '高木涉', '大谷育江', '松井菜樱子', '三田友子', '黑田崇矢', '绪方贤一', '林原惠美', '堀川亮', '宫村优子', '茶风林', '汤屋敦子', '置鲇龙太郎', '泽木郁也', '成田剑', '天田益男', '小山武宏', '小川真司', '若本规夫', '广田行生', '梅津秀行', '麻生敬太郎', '幸野善之', '铃木清信', '莲池龙三', '土田大', '津久井教生', '鸟海胜美', '西前忠久', '三户耕三', '松本大', '毛利健一', '甲斐田裕子', '水内清光', '宗矢树赖', '松风雅也 Masaya Matsukaze', '柴崎幸']",,名侦探柯南：绝海的侦探(港) / 名侦探柯南：剧场版第17部 / 名侦探柯南：2013年剧场版 / Detective Conan: Private Eye in the Distant Sea,"['动画', '悬疑', '犯罪', '冒险']"
330,伍六七之最强发型师,https://movie.douban.com/subject/30371751/,9.1,2019,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2571634144.jpg,"['https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fpage%2Ft0032006ch7.html%3Fptag%3Ddouban.cartoon&amp;subtype=1&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fep288244%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video']",全片以主人公伍六七寻找失去的记忆为故事主线，配合角色与角色之间的爱恨情仇组成的支线贯穿始终。通过讲述主人公在帮助别人和寻找自我的过程中，认识不同的人，与不同角色之间发生的有趣的，最终用爱化解仇恨与偏见的故事，想带给观众欢乐的同时表达对生活的热爱，爱与包容可以化解一切。,中国大陆,汉语普通话,15分钟,10.0,['何小疯'],['何小疯'],"['何小疯', '姜广涛', '段艺璇', '宝木中阳', '刘小倩']",,刺客伍六七 第二季 / 刺客伍六七 第2季 / 伍六七 第二季 / Scissor Seven / Killer Seven Ⅱ,['动画']
331,BanG Dream! It's MyGO!!!!!,https://movie.douban.com/subject/36352095/,8.9,2023,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2895689459.jpg,"['https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fpage%2Ft0032006ch7.html%3Fptag%3Ddouban.cartoon&amp;subtype=1&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fep288244%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video']",“你能，和我组一辈子乐队吗？”高一的春末。羽丘女子学园里的学生基本上都组好了乐队，推迟入学的爱音也在为了能尽快融入班级而急忙寻找乐队成员。在这时候，知道「羽丘的小怪人」灯还没组乐队之后，爱音不由自主地向她搭话……遍体鳞伤且蓬头垢面的，我们的“音乐（呐喊）”。不畏迷茫，纵使迷茫亦要前行。,日本,日语,24分钟,13.0,['柿本广大'],"['绫奈由仁子', '后藤绿', '小川瞳', '和场明子']","['羊宫妃那', '立石凛', '青木阳菜', '小日向美香', '林鼓子', '高尾奏音', '渡濑结月', '佐佐木李子', '冈田梦以', '米泽茜', '反田叶月', '仪武祐子']",,バンドリ！イッツマイゴ / 梦想协奏曲,"['剧情', '动画', '音乐']"
332,小倩,https://movie.douban.com/subject/1293098/,8.3,1997,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2354806655.jpg,"['https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fpage%2Ft0032006ch7.html%3Fptag%3Ddouban.cartoon&amp;subtype=1&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fep288244%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video']",故事出自连拍三集的《倩女幽魂》，徐克二维人物动作结合三维背景电脑处理，成为卡通漫画版。电影制作历时四年，糅合了日本动画和中国传统中国板画风格。宁采臣（林海峰 配音）在鬼城郭北县遇上了一个令他一见钟情的女鬼小倩（袁咏仪 配音），可惜小倩只想吸取宁的阳气给姥姥（陈慧琳 配音），却意外地救了宁一命。这时道士燕赤霞（黄沾 配音）来到，鬼怪们逃命，宁舍命救了小倩。为免小倩为难，自愿与小倩去见姥姥。当姥姥要吸宁的阳气时，小倩改变了初衷，救了宁。宁与小倩海誓山盟，愿来世再续缘。当他们投胎时，遇到了来报复的黑山老妖，后来被跟来的燕杀死。但是以扫除一切妖魔鬼怪为目标捉鬼大师白云（黄敏民 配音）和十方（葛民辉 配音）却要消灭所有投胎的妖怪，燕不得不与他们斗法，最后两败俱伤。经历了种种磨练，宁终于得以与小倩重逢，再也不分离……,中国香港,粤语,,,['陈伟文'],['徐克'],"['林海峰', '袁咏仪', '杨采妮', '黎瑞恩', '葛民辉', '陈慧琳', '陈小春', '郑中基', '黄霑']",,A Chinese Ghost Story: The Tsui Hark Animation,"['喜剧', '爱情', '动画', '奇幻']"
333,鸣鸟不飞：乌云密布 囀る鳥は羽ばたかない The clouds gather,https://movie.douban.com/subject/33425932/,8.3,2020,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2586787185.jpg,"['https://www.douban.com/link2/?url=http%3A%2F%2Fv.qq.com%2Fx%2Fpage%2Ft0032006ch7.html%3Fptag%3Ddouban.cartoon&amp;subtype=1&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fep288244%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video']",矢代个性超M又变态的人，从不会让别人看透他的内心。某天身边来了一名叫做百目鬼力的随从兼保镖。虽然早早就下定决心，绝不对不会对部下出手，但矢代不知为何，被百目鬼所深深吸引。彼此怀抱着自己的伤痛而活着的两人，他们的故事即将开始。,日本,日语,,,['牧田佳织'],['濑古浩司'],"['新垣樽助', '羽多野涉', '安元洋贵', '小野友树', '大川透', '兴津和幸', '三宅健太', '高濑右光', '佐藤拓也', '三宅贵大']",,Saezuru Tori Wa Habatakanai: The Clouds Gather,"['动画', '同性']"
334,雾山五行·犀川幻紫林,https://movie.douban.com/subject/35178776/,9.2,2023,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2893658260.jpg,['https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fep763840%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video'],上古时期妖兽纵横，一位神秘道人分别授予了阴阳五行的特殊能力给金木水火土五个家族来抵抗妖兽。他们将妖兽驱赶到神隐雾山之中，设立结界。雾山之中另有强大灵力的麒麟兽常常吸引来那些想要提升妖力突破结界的妖兽们，因此自愿被封印于巨阙神盾之中。火行使者闻人翊悬为救其母私自打开了巨阙神盾，小麒麟趁机偷溜出来，妖兽界将掀起一股腥风血雨……,中国大陆,汉语普通话,35分钟,4.0,['林魂'],['林魂'],"['郭盛', '姜英俊', '林魂', '阎么么', '李兰陵', '林帽帽', '锦鲤', '沈念如', '杨凝', '藤新', '常蓉珊', '郝祥海', '叶知秋']",,雾山五行2 / 雾山五行 第二篇 / 雾山五行之犀川幻紫林篇 / Fog Hill of Five Elements,"['动作', '动画', '奇幻', '武侠']"
